"Protein.ID" "Description" "Peptides" "Frames" "Hits" "Ratio.AS.0.C.0" "StDev" "pValue" "Fraction.1D_2D" "Gene_name" "UniprotID"
"1225" "SP://Q91VB8" "Q91VB8_MOUSE Alpha globin 1 OS=Mus musculus GN=Hba_a1 PE=2 SV=1" 1 1 16 1.907 0.098 0.0764 "A_37_02" "Hba_a1" "Q91VB8"
"1226" "SP://Q91VB8" "Q91VB8_MOUSE Alpha globin 1 OS=Mus musculus GN=Hba_a1 PE=2 SV=1" 1 1 6 0.959 0.165 0.711 "A_29_19" "Hba_a1" "Q91VB8"
"1227" "SP://Q91VB8" "Q91VB8_MOUSE Alpha globin 1 OS=Mus musculus GN=Hba_a1 PE=2 SV=1" 1 1 2 99999.9 1 1 "A_17_23" "Hba_a1" "Q91VB8"
"1228" "SP://Q91VB8" "Q91VB8_MOUSE Alpha globin 1 OS=Mus musculus GN=Hba_a1 PE=2 SV=1" 1 1 2 99999.9 1 1 "A_18_24" "Hba_a1" "Q91VB8"
"1229" "SP://Q91VC3" "IF4A3_MOUSE Eukaryotic initiation factor 4A_III OS=Mus musculus GN=Eif4a3 PE=2 SV=3" 1 1 2 93.991 0.095 0.00934 "A_33_02" "Eif4a3" "Q91VC3"
"1230" "SP://Q91X72" "HEMO_MOUSE Hemopexin OS=Mus musculus GN=Hpx PE=1 SV=2" 1 1 2 11.551 0.046 0.00644 "A_30_01" "Hpx" "Q91X72"
"1231" "SP://Q91X72" "HEMO_MOUSE Hemopexin OS=Mus musculus GN=Hpx PE=1 SV=2" 4 4 11 0.88 0.018 0.0642 "A_32_01" "Hpx" "Q91X72"
"1232" "SP://Q91X72" "HEMO_MOUSE Hemopexin OS=Mus musculus GN=Hpx PE=1 SV=2" 1 1 2 8.821 0.258 0.0146 "A_34_01" "Hpx" "Q91X72"
"1233" "SP://Q91X72" "HEMO_MOUSE Hemopexin OS=Mus musculus GN=Hpx PE=1 SV=2" 1 1 6 0.541 0.108 0.00706 "A_31_02" "Hpx" "Q91X72"
"1234" "SP://Q91X72" "HEMO_MOUSE Hemopexin OS=Mus musculus GN=Hpx PE=1 SV=2" 3 3 12 1448.084 0.12 4.33e-06 "A_33_02" "Hpx" "Q91X72"
"1235" "SP://Q91X72" "HEMO_MOUSE Hemopexin OS=Mus musculus GN=Hpx PE=1 SV=2" 1 1 1 0 1 1 "A_33_04" "Hpx" "Q91X72"
"1236" "SP://Q91X72" "HEMO_MOUSE Hemopexin OS=Mus musculus GN=Hpx PE=1 SV=2" 1 1 1 0.691 0.036 0.0459 "A_37_02" "Hpx" "Q91X72"
"1237" "SP://Q91X72" "HEMO_MOUSE Hemopexin OS=Mus musculus GN=Hpx PE=1 SV=2" 1 1 2 99999.9 1 1e-05 "A_21_25" "Hpx" "Q91X72"
"1238" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 1 1e+05 1 1e-05 "A_06_01" "Tf" "Q921I1"
"1239" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 1 0.016 0.676 0.0155 "A_17_02" "Tf" "Q921I1"
"1240" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 1 17.894 1.034 0.103 "A_20_01" "Tf" "Q921I1"
"1241" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 6 0.908 0.044 0.0878 "A_24_01" "Tf" "Q921I1"
"1242" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 2 732.605 1.548 0.06 "A_31_00" "Tf" "Q921I1"
"1243" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 5 6 58 1.161 0.013 9.4e-05 "A_32_01" "Tf" "Q921I1"
"1244" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 2 4 72913.414 0.854 7.83e-05 "A_33_00" "Tf" "Q921I1"
"1245" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 5 7 43 5.579 0.018 6.19e-07 "A_34_01" "Tf" "Q921I1"
"1246" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 3 3 17 1.631 0.052 0.00708 "A_36_01" "Tf" "Q921I1"
"1247" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 2 94.143 1.55 0.059 "A_38_00" "Tf" "Q921I1"
"1248" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 1 0.378 1.481 0.344 "A_40_01" "Tf" "Q921I1"
"1249" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 4 4 24 1.045 0.008 0.00614 "A_31_02" "Tf" "Q921I1"
"1250" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 2 2 3 5.928 0.074 0.000824 "A_32_03" "Tf" "Q921I1"
"1251" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 11 14 45 1496.525 0.054 1.06e-11 "A_33_02" "Tf" "Q921I1"
"1252" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 5 7 23 49429.657 0.351 9.9e-20 "A_33_04" "Tf" "Q921I1"
"1253" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 4 4 21 2.128 0.055 0.000289 "A_34_03" "Tf" "Q921I1"
"1254" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 1 2.577 0.077 0.0357 "A_34_05" "Tf" "Q921I1"
"1255" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 3 4 26 1.059 0.044 0.374 "A_35_02" "Tf" "Q921I1"
"1256" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 2 2 7 0.381 0.041 0.0462 "A_35_04" "Tf" "Q921I1"
"1257" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 2 1.447 0.101 0.0176 "A_37_02" "Tf" "Q921I1"
"1258" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 1 0.355 0.138 0.00343 "A_41_02" "Tf" "Q921I1"
"1259" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 6 0.511 0.106 0.0653 "A_19_21" "Tf" "Q921I1"
"1260" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 6 0.81 0.148 0.142 "A_24_20" "Tf" "Q921I1"
"1261" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 2 2 4 0.896 0.245 0.676 "A_25_19" "Tf" "Q921I1"
"1262" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 3 4 9 1.076 0.067 0.00179 "A_27_19" "Tf" "Q921I1"
"1263" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 5 5 37 1.114 0.023 0.000686 "A_29_19" "Tf" "Q921I1"
"1264" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 2 2 11 0.669 0.161 0.0845 "A_31_19" "Tf" "Q921I1"
"1265" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 4 16.01 0.102 4.62e-05 "A_32_20" "Tf" "Q921I1"
"1266" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 3 4 12 0.833 0.107 0.182 "A_36_20" "Tf" "Q921I1"
"1267" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 5 6 23 1495.064 0.122 6.79e-06 "A_17_31" "Tf" "Q921I1"
"1268" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 2 4 0.848 0.241 0.626 "A_19_31" "Tf" "Q921I1"
"1269" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 1 0 1 1 "A_21_25" "Tf" "Q921I1"
"1270" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 7 8 22 82871.277 0.344 9.9e-20 "A_23_25" "Tf" "Q921I1"
"1271" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 3 4 32 1.478 0.039 0.00662 "A_25_25" "Tf" "Q921I1"
"1272" "SP://Q921I1" "TRFE_MOUSE Serotransferrin OS=Mus musculus GN=Tf PE=1 SV=1" 1 1 6 0.261 0.367 0.166 "A_30_25" "Tf" "Q921I1"
"1273" "SP://Q922R5" "P4R3B_MOUSE Serine/threonine_protein phosphatase 4 regulatory subunit 3B OS=Mus musculus GN=Smek2 PE=2 SV=2" 1 1 1 0.527 0.078 0.00505 "A_34_01" "Smek2" "Q922R5"
"1274" "SP://Q922R5-2" "P4R3B_MOUSE Isoform 2 of Serine/threonine_protein phosphatase 4 regulatory subunit 3B OS=Mus musculus GN=Smek2" 1 1 1 0.527 0.078 0.00505 "A_34_01" "Smek2" "Q922R5-2"
"1275" "SP://Q922U2" "K2C5_MOUSE Keratin_ type II cytoskeletal 5 OS=Mus musculus GN=Krt5 PE=1 SV=1" 1 1 1 2.944 0.227 0.0458 "A_20_01" "Krt5" "Q922U2"
"1276" "SP://Q922U2" "K2C5_MOUSE Keratin_ type II cytoskeletal 5 OS=Mus musculus GN=Krt5 PE=1 SV=1" 1 1 2 0.103 0.11 0.0379 "A_22_01" "Krt5" "Q922U2"
"1277" "SP://Q922U2" "K2C5_MOUSE Keratin_ type II cytoskeletal 5 OS=Mus musculus GN=Krt5 PE=1 SV=1" 1 1 2 0.022 0.298 0.000613 "A_11_25" "Krt5" "Q922U2"
"1278" "SP://Q99K74" "MED24_MOUSE Mediator of RNA polymerase II transcription subunit 24 OS=Mus musculus GN=Med24 PE=1 SV=1" 1 1 1 0.781 0.312 0.422 "A_35_15" "Med24" "Q99K74"
"1279" "SP://Q99K74-2" "MED24_MOUSE Isoform 2 of Mediator of RNA polymerase II transcription subunit 24 OS=Mus musculus GN=Med24" 1 1 1 0.781 0.312 0.422 "A_35_15" "Med24" "Q99K74-2"
"1280" "SP://Q99K74-3" "MED24_MOUSE Isoform 3 of Mediator of RNA polymerase II transcription subunit 24 OS=Mus musculus GN=Med24" 1 1 1 0.781 0.312 0.422 "A_35_15" "Med24" "Q99K74-3"
"1281" "SP://Q9CPQ9" "Q9CPQ9_MOUSE Fructose_bisphosphate aldolase OS=Mus musculus GN=Aldoart1 PE=2 SV=1" 1 1 2 0.417 0.046 0.0046 "A_26_01" "Aldoart1" "Q9CPQ9"
"1282" "SP://Q9CXE1" "Q9CXE1_MOUSE Exocyst complex component 4 OS=Mus musculus GN=Exoc4 PE=2 SV=1" 1 1 1 1.06 0.178 0.588 "A_25_23" "Exoc4" "Q9CXE1"
"1283" "SP://Q9D541" "CCDC7_MOUSE Coiled_coil domain_containing protein 7 OS=Mus musculus GN=Ccdc7 PE=2 SV=1" 1 1 1 99999.9 1 1 "A_40_01" "Ccdc7" "Q9D541"
"1284" "SP://Q9DAC7" "TTC32_MOUSE Tetratricopeptide repeat protein 32 OS=Mus musculus GN=Ttc32 PE=2 SV=1" 1 1 1 2.586 0.088 0.00177 "A_23_31" "Ttc32" "Q9DAC7"
"1285" "SP://Q9DB34" "CHM2A_MOUSE Charged multivesicular body protein 2a OS=Mus musculus GN=Chmp2a PE=1 SV=1" 1 1 1 0.789 0.051 0.013 "A_24_24" "Chmp2a" "Q9DB34"
"1286" "SP://Q9DB34" "CHM2A_MOUSE Charged multivesicular body protein 2a OS=Mus musculus GN=Chmp2a PE=1 SV=1" 1 1 1 2.57 0.104 0.00227 "A_27_23" "Chmp2a" "Q9DB34"
"1287" "SP://Q9DB34" "CHM2A_MOUSE Charged multivesicular body protein 2a OS=Mus musculus GN=Chmp2a PE=1 SV=1" 1 1 1 0.095 0.758 0.0154 "A_31_23" "Chmp2a" "Q9DB34"
"1288" "SP://Q9DB34" "CHM2A_MOUSE Charged multivesicular body protein 2a OS=Mus musculus GN=Chmp2a PE=1 SV=1" 1 1 1 2.433 0.221 0.0119 "A_34_22" "Chmp2a" "Q9DB34"
"1289" "SP://Q9DB34" "CHM2A_MOUSE Charged multivesicular body protein 2a OS=Mus musculus GN=Chmp2a PE=1 SV=1" 1 1 1 1.018 0.154 0.837 "A_35_23" "Chmp2a" "Q9DB34"
"1290" "SP://Q9DBB9" "CPN2_MOUSE Carboxypeptidase N subunit 2 OS=Mus musculus GN=Cpn2 PE=1 SV=2" 1 1 1 99999.9 1 1 "A_15_31" "Cpn2" "Q9DBB9"
"1291" "SP://Q9DBB9" "CPN2_MOUSE Carboxypeptidase N subunit 2 OS=Mus musculus GN=Cpn2 PE=1 SV=2" 1 1 1 99999.9 1 1 "A_17_31" "Cpn2" "Q9DBB9"
"1292" "SP://Q9DBB9" "CPN2_MOUSE Carboxypeptidase N subunit 2 OS=Mus musculus GN=Cpn2 PE=1 SV=2" 1 1 1 99999.9 1 1 "A_18_32" "Cpn2" "Q9DBB9"
"1293" "SP://Q9DBB9" "CPN2_MOUSE Carboxypeptidase N subunit 2 OS=Mus musculus GN=Cpn2 PE=1 SV=2" 1 1 2 2.187 0.254 0.0425 "A_19_31" "Cpn2" "Q9DBB9"
"1294" "SP://Q9DBB9" "CPN2_MOUSE Carboxypeptidase N subunit 2 OS=Mus musculus GN=Cpn2 PE=1 SV=2" 1 1 1 99999.9 1 1 "A_20_32" "Cpn2" "Q9DBB9"
"1295" "SP://Q9DBD0" "ICA_MOUSE Inhibitor of carbonic anhydrase OS=Mus musculus GN=Ica PE=1 SV=1" 1 1 1 0 1 1 "A_28_01" "Ica" "Q9DBD0"
"1296" "SP://Q9DBF7" "CWC25_MOUSE Pre_mRNA_splicing factor CWC25 homolog OS=Mus musculus GN=Cwc25 PE=2 SV=2" 1 1 1 0.933 0.064 0.33 "A_10_01" "Cwc25" "Q9DBF7"
"1297" "SP://Q9DBF7" "CWC25_MOUSE Pre_mRNA_splicing factor CWC25 homolog OS=Mus musculus GN=Cwc25 PE=2 SV=2" 1 1 1 2.031 0.168 0.0167 "A_42_01" "Cwc25" "Q9DBF7"
"1298" "SP://Q9DBF7" "CWC25_MOUSE Pre_mRNA_splicing factor CWC25 homolog OS=Mus musculus GN=Cwc25 PE=2 SV=2" 1 1 1 0.355 0.141 0.0152 "A_15_23" "Cwc25" "Q9DBF7"
"1299" "SP://Q9DBF7-3" "CWC25_MOUSE Isoform 3 of Pre_mRNA_splicing factor CWC25 homolog OS=Mus musculus GN=Cwc25" 1 1 1 0.933 0.064 0.33 "A_10_01" "Cwc25" "Q9DBF7-3"
"1300" "SP://Q9DBF7-3" "CWC25_MOUSE Isoform 3 of Pre_mRNA_splicing factor CWC25 homolog OS=Mus musculus GN=Cwc25" 1 1 1 2.031 0.168 0.0167 "A_42_01" "Cwc25" "Q9DBF7-3"
"1301" "SP://Q9DBF7-3" "CWC25_MOUSE Isoform 3 of Pre_mRNA_splicing factor CWC25 homolog OS=Mus musculus GN=Cwc25" 1 1 1 0.355 0.141 0.0152 "A_15_23" "Cwc25" "Q9DBF7-3"
"1302" "SP://Q9JHA8" "VWA7_MOUSE von Willebrand factor A domain_containing protein 7 OS=Mus musculus GN=Vwa7 PE=2 SV=1" 1 1 1 0.122 0.633 0.0166 "A_33_17" "Vwa7" "Q9JHA8"
"1303" "SP://Q9JHA8" "VWA7_MOUSE von Willebrand factor A domain_containing protein 7 OS=Mus musculus GN=Vwa7 PE=2 SV=1" 1 1 1 0.159 0.045 0.022 "A_36_16" "Vwa7" "Q9JHA8"
"1304" "SP://Q9JJ28" "FLII_MOUSE Protein flightless_1 homolog OS=Mus musculus GN=Flii PE=1 SV=1" 1 1 1 0.115 0.767 0.0101 "A_31_17" "Flii" "Q9JJ28"
"1305" "SP://Q9JJ28" "FLII_MOUSE Protein flightless_1 homolog OS=Mus musculus GN=Flii PE=1 SV=1" 1 1 2 2.71 0.702 0.379 "A_33_17" "Flii" "Q9JJ28"
"1306" "SP://Q9JJ28" "FLII_MOUSE Protein flightless_1 homolog OS=Mus musculus GN=Flii PE=1 SV=1" 1 1 3 0.191 0.232 0.104 "A_34_16" "Flii" "Q9JJ28"
"1307" "SP://Q9QUK9" "Q9QUK9_MOUSE MCG15083 OS=Mus musculus GN=Try5 PE=2 SV=1" 1 1 2 99999.9 1 1e-05 "A_36_00" "Try5" "Q9QUK9"
"1308" "SP://Q9QUK9" "Q9QUK9_MOUSE MCG15083 OS=Mus musculus GN=Try5 PE=2 SV=1" 1 1 4 99999.9 1 1e-05 "A_25_15" "Try5" "Q9QUK9"
"1309" "SP://Q9QUK9" "Q9QUK9_MOUSE MCG15083 OS=Mus musculus GN=Try5 PE=2 SV=1" 1 1 3 99999.9 1 1e-05 "A_26_16" "Try5" "Q9QUK9"
"1310" "SP://Q9QUK9" "Q9QUK9_MOUSE MCG15083 OS=Mus musculus GN=Try5 PE=2 SV=1" 1 2 3 77726.875 0.882 0.981 "A_30_18" "Try5" "Q9QUK9"
"1311" "SP://Q9QUK9" "Q9QUK9_MOUSE MCG15083 OS=Mus musculus GN=Try5 PE=2 SV=1" 1 1 4 0 1 1 "A_32_14" "Try5" "Q9QUK9"
"1312" "SP://Q9QUK9" "Q9QUK9_MOUSE MCG15083 OS=Mus musculus GN=Try5 PE=2 SV=1" 1 1 4 556.02 0.251 0.0283 "A_32_16" "Try5" "Q9QUK9"
"1313" "SP://Q9QUK9" "Q9QUK9_MOUSE MCG15083 OS=Mus musculus GN=Try5 PE=2 SV=1" 1 2 4 75529.804 0.869 0.851 "A_33_13" "Try5" "Q9QUK9"
"1314" "SP://Q9QUK9" "Q9QUK9_MOUSE MCG15083 OS=Mus musculus GN=Try5 PE=2 SV=1" 1 2 5 68226.779 0.826 0.411 "A_36_14" "Try5" "Q9QUK9"
"1315" "SP://Q9QUK9" "Q9QUK9_MOUSE MCG15083 OS=Mus musculus GN=Try5 PE=2 SV=1" 1 1 4 0.924 0.03 0.0993 "A_37_15" "Try5" "Q9QUK9"
"1316" "SP://Q9QUK9" "Q9QUK9_MOUSE MCG15083 OS=Mus musculus GN=Try5 PE=2 SV=1" 1 1 3 99999.9 1 1 "A_07_35" "Try5" "Q9QUK9"
"1317" "SP://Q9QUK9" "Q9QUK9_MOUSE MCG15083 OS=Mus musculus GN=Try5 PE=2 SV=1" 1 1 3 32.127 0.072 0.018 "A_12_26" "Try5" "Q9QUK9"
"1318" "SP://Q9QUK9" "Q9QUK9_MOUSE MCG15083 OS=Mus musculus GN=Try5 PE=2 SV=1" 1 2 3 3999.875 0.199 1.28e-08 "A_13_25" "Try5" "Q9QUK9"
"1319" "SP://Q9QWK4" "CD5L_MOUSE CD5 antigen_like OS=Mus musculus GN=Cd5l PE=1 SV=3" 1 1 3 1.123 0.103 0.221 "A_09_31" "Cd5l" "Q9QWK4"
"1320" "SP://Q9R0T7" "Q9R0T7_MOUSE MCG15085 OS=Mus musculus GN=Try4 PE=2 SV=1" 1 1 2 99999.9 1 1e-05 "A_36_00" "Try4" "Q9R0T7"
"1321" "SP://Q9R0T7" "Q9R0T7_MOUSE MCG15085 OS=Mus musculus GN=Try4 PE=2 SV=1" 1 1 4 99999.9 1 1e-05 "A_25_15" "Try4" "Q9R0T7"
"1322" "SP://Q9R0T7" "Q9R0T7_MOUSE MCG15085 OS=Mus musculus GN=Try4 PE=2 SV=1" 1 1 3 99999.9 1 1e-05 "A_26_16" "Try4" "Q9R0T7"
"1323" "SP://Q9R0T7" "Q9R0T7_MOUSE MCG15085 OS=Mus musculus GN=Try4 PE=2 SV=1" 1 2 3 77726.875 0.882 0.981 "A_30_18" "Try4" "Q9R0T7"
"1324" "SP://Q9R0T7" "Q9R0T7_MOUSE MCG15085 OS=Mus musculus GN=Try4 PE=2 SV=1" 1 1 4 0 1 1 "A_32_14" "Try4" "Q9R0T7"
"1325" "SP://Q9R0T7" "Q9R0T7_MOUSE MCG15085 OS=Mus musculus GN=Try4 PE=2 SV=1" 1 1 4 556.02 0.251 0.0283 "A_32_16" "Try4" "Q9R0T7"
"1326" "SP://Q9R0T7" "Q9R0T7_MOUSE MCG15085 OS=Mus musculus GN=Try4 PE=2 SV=1" 1 2 4 75529.804 0.869 0.851 "A_33_13" "Try4" "Q9R0T7"
"1327" "SP://Q9R0T7" "Q9R0T7_MOUSE MCG15085 OS=Mus musculus GN=Try4 PE=2 SV=1" 1 2 5 68226.779 0.826 0.411 "A_36_14" "Try4" "Q9R0T7"
"1328" "SP://Q9R0T7" "Q9R0T7_MOUSE MCG15085 OS=Mus musculus GN=Try4 PE=2 SV=1" 1 1 4 0.924 0.03 0.0993 "A_37_15" "Try4" "Q9R0T7"
"1329" "SP://Q9R0T7" "Q9R0T7_MOUSE MCG15085 OS=Mus musculus GN=Try4 PE=2 SV=1" 1 1 3 99999.9 1 1 "A_07_35" "Try4" "Q9R0T7"
"1330" "SP://Q9R0T7" "Q9R0T7_MOUSE MCG15085 OS=Mus musculus GN=Try4 PE=2 SV=1" 1 1 3 32.127 0.072 0.018 "A_12_26" "Try4" "Q9R0T7"
"1331" "SP://Q9R0T7" "Q9R0T7_MOUSE MCG15085 OS=Mus musculus GN=Try4 PE=2 SV=1" 1 2 3 3999.875 0.199 1.28e-08 "A_13_25" "Try4" "Q9R0T7"
"1332" "SP://Q9WU42" "NCOR2_MOUSE Nuclear receptor corepressor 2 OS=Mus musculus GN=Ncor2 PE=1 SV=3" 1 1 1 4.458 0.131 0.0746 "A_10_01" "Ncor2" "Q9WU42"
"1333" "SP://Q9WU42" "NCOR2_MOUSE Nuclear receptor corepressor 2 OS=Mus musculus GN=Ncor2 PE=1 SV=3" 1 1 1 0 1 1 "A_11_02" "Ncor2" "Q9WU42"
"1334" "SP://Q9WU42-2" "NCOR2_MOUSE Isoform Beta of Nuclear receptor corepressor 2 OS=Mus musculus GN=Ncor2" 1 1 1 4.458 0.131 0.0746 "A_10_01" "Ncor2" "Q9WU42-2"
"1335" "SP://Q9WU42-2" "NCOR2_MOUSE Isoform Beta of Nuclear receptor corepressor 2 OS=Mus musculus GN=Ncor2" 1 1 1 0 1 1 "A_11_02" "Ncor2" "Q9WU42-2"
"1336" "SP://Q9WVB4" "SLIT3_MOUSE Slit homolog 3 protein OS=Mus musculus GN=Slit3 PE=2 SV=2" 1 1 1 0.143 0.061 0.0309 "A_31_23" "Slit3" "Q9WVB4"
"1337" "SP://Q9WVF5" "Q9WVF5_MOUSE Epidermal growth factor receptor OS=Mus musculus GN=Egfr PE=2 SV=1" 1 1 6 0.75 0.149 0.0597 "A_24_01" "Egfr" "Q9WVF5"
"1338" "SP://Q9WVT6" "CAH14_MOUSE Carbonic anhydrase 14 OS=Mus musculus GN=Ca14 PE=1 SV=1" 1 1 1 3.698 0.266 0.129 "A_24_20" "Ca14" "Q9WVT6"
"1339" "SP://Q9Z1R9" "Q9Z1R9_MOUSE MCG124046 OS=Mus musculus GN=Prss1 PE=2 SV=1" 1 1 2 99999.9 1 1e-05 "A_36_00" "Prss1" "Q9Z1R9"
"1340" "SP://Q9Z1R9" "Q9Z1R9_MOUSE MCG124046 OS=Mus musculus GN=Prss1 PE=2 SV=1" 1 1 4 99999.9 1 1e-05 "A_25_15" "Prss1" "Q9Z1R9"
"1341" "SP://Q9Z1R9" "Q9Z1R9_MOUSE MCG124046 OS=Mus musculus GN=Prss1 PE=2 SV=1" 1 1 3 99999.9 1 1e-05 "A_26_16" "Prss1" "Q9Z1R9"
"1342" "SP://Q9Z1R9" "Q9Z1R9_MOUSE MCG124046 OS=Mus musculus GN=Prss1 PE=2 SV=1" 1 2 3 77726.875 0.882 0.981 "A_30_18" "Prss1" "Q9Z1R9"
"1343" "SP://Q9Z1R9" "Q9Z1R9_MOUSE MCG124046 OS=Mus musculus GN=Prss1 PE=2 SV=1" 1 1 4 0 1 1 "A_32_14" "Prss1" "Q9Z1R9"
"1344" "SP://Q9Z1R9" "Q9Z1R9_MOUSE MCG124046 OS=Mus musculus GN=Prss1 PE=2 SV=1" 1 1 4 556.02 0.251 0.0283 "A_32_16" "Prss1" "Q9Z1R9"
"1345" "SP://Q9Z1R9" "Q9Z1R9_MOUSE MCG124046 OS=Mus musculus GN=Prss1 PE=2 SV=1" 1 2 4 75529.804 0.869 0.851 "A_33_13" "Prss1" "Q9Z1R9"
"1346" "SP://Q9Z1R9" "Q9Z1R9_MOUSE MCG124046 OS=Mus musculus GN=Prss1 PE=2 SV=1" 1 2 5 68226.779 0.826 0.411 "A_36_14" "Prss1" "Q9Z1R9"
"1347" "SP://Q9Z1R9" "Q9Z1R9_MOUSE MCG124046 OS=Mus musculus GN=Prss1 PE=2 SV=1" 1 1 4 0.924 0.03 0.0993 "A_37_15" "Prss1" "Q9Z1R9"
"1348" "SP://Q9Z1R9" "Q9Z1R9_MOUSE MCG124046 OS=Mus musculus GN=Prss1 PE=2 SV=1" 1 1 3 99999.9 1 1 "A_07_35" "Prss1" "Q9Z1R9"
"1349" "SP://Q9Z1R9" "Q9Z1R9_MOUSE MCG124046 OS=Mus musculus GN=Prss1 PE=2 SV=1" 1 1 3 32.127 0.072 0.018 "A_12_26" "Prss1" "Q9Z1R9"
"1350" "SP://Q9Z1R9" "Q9Z1R9_MOUSE MCG124046 OS=Mus musculus GN=Prss1 PE=2 SV=1" 1 2 3 3999.875 0.199 1.28e-08 "A_13_25" "Prss1" "Q9Z1R9"
"1351" "SP://Q9Z331" "K2C6B_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=1 SV=3" 1 1 1 2.944 0.227 0.0458 "A_20_01" "Krt6b" "Q9Z331"
"1352" "SP://Q9Z331" "K2C6B_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=1 SV=3" 1 1 2 0.103 0.11 0.0379 "A_22_01" "Krt6b" "Q9Z331"
"1353" "SP://Q9Z331" "K2C6B_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=1 SV=3" 1 1 2 0.022 0.298 0.000613 "A_11_25" "Krt6b" "Q9Z331"
"1354" "SP://A2ABV1" "A2ABV1_MOUSE Histone lysine demethylase PHF8 OS=Mus musculus GN=Phf8 PE=4 SV=1" 1 2 3 49999.95 1 1 "B_09_31" "Phf8" "A2ABV1"
"1355" "SP://A2ABV1" "A2ABV1_MOUSE Histone lysine demethylase PHF8 OS=Mus musculus GN=Phf8 PE=4 SV=1" 1 1 1 3.25 0.083 0.0318 "B_13_31" "Phf8" "A2ABV1"
"1356" "SP://A2AJW5" "A2AJW5_MOUSE Protein Fam217b OS=Mus musculus GN=Fam217b PE=4 SV=1" 1 1 1 16.631 0.141 0.0649 "B_32_19" "Fam217b" "A2AJW5"
