01	02	03	04	05	06	07	08	09	10	11	12	Only identified by site	Reverse	Potential contaminant	t-test Significantcon_2d	t-test Significantcon_4d	matrix31	Q-value	Intensity	MS/MS Count	-Log t-test p-valuecon_2d	t-test Differencecon_2d	-Log t-test p-valuecon_4d	t-test Differencecon_4d	Test statistic_	Protein IDs	Majority protein IDs	Protein names	Gene names
-3.336889	-3.875706	-3.949404	-3.774124	-2.823433	-2.68425	-2.945877	-3.668509	-2.836842	-2.828014	-3.235119	-4.516347							0.0004223	135960000	2	1.46038455784628	-0.703513860702515	0.395319671759049	-0.379950523376465	-0.267230180864601	D3ZU31;A0A0G2K0W5	D3ZU31;A0A0G2K0W5		Tjap1
1.683525	-1.262808	0.5638561	1.657457	-0.4305611	0.6470108	0.5709152	1.128811	0.2553043	0.1021786	1.219889	-0.430563							0	3624900000	30	0.0858983128699988	0.181463718414307	0.189899849148017	0.373805522918701	0.210838945420176	A0A0G2K0W9;P48004;F1M6I7	A0A0G2K0W9;P48004;F1M6I7	Proteasome subunit alpha type-7;Proteasome subunit alpha type	Psma7;Psma8
-1.674507	-3.817219	-2.685471	-1.045265	-3.302083	-2.709248	-4.600175	-2.027676	-4.125274	-3.909973	-2.578913	-1.73938							0	378670000	4	0.474084323354096	0.854179680347443	0.41854375249642	0.782769322395325	0.427992570198549	A0A0G2K0X8;P08289	A0A0G2K0X8;P08289	Alkaline phosphatase, tissue-nonspecific isozyme	Alpl
1.082392	1.140739	0.9239674	1.824362	1.616898	1.850706	1.817888	2.549858	1.331045	1.045717	1.783796	-1.165216							0	5533400000	51	1.34011793117879	-0.715972423553467	0.302623204289642	0.494029521942139	0.29311684488091	A0A0G2K0X9;Q9Z2Q1;G3V699	A0A0G2K0X9;Q9Z2Q1;G3V699	Protein transport protein Sec31A	Sec31a
-5.319322	-5.177373	-5.081343	-3.528288	-2.089897	-2.348904	-2.288324	-2.543818	-3.924561	-3.183798	-3.136582	-2.59481				+			0.0026657	138730000	3	2.91061982716092	-2.4588457942009	1.69337544659504	-1.56664365530014	-1.04434504392214	A0A0G2K0Y6;Q2EJA0	A0A0G2K0Y6;Q2EJA0	Yorkie homolog	Yap1
0.3036842	0.7202721	0.5507908	-0.3170071	0.7197781	0.7488136	0.147068	0.9627857	-0.05379105	0.7009563	0.7053852	1.299807							0	2618000000	29	0.533264214803047	-0.33017635345459	0.433801316951507	-0.348654270172119	-0.256653424836913	A0A0G2K101;G3V7L9;Q9ESV1	A0A0G2K101;G3V7L9;Q9ESV1	Leucine zipper protein 1	Luzp1
-0.4673462	-0.9526081	-0.6125336	-0.5234318	-0.83494	-0.6509342	-0.6575546	-0.1957512	-0.4170303	-3.74526	0.1044769	-1.09024							0	1276900000	9	0.115378685553942	-0.0541849136352539	0.318191833218186	0.648033499717712	0.348029487579437	Q3KRD8;A0A0G2K110	Q3KRD8;A0A0G2K110	Eukaryotic translation initiation factor 6	Eif6
-1.750969	-1.533382	-1.802862	-2.161659	-1.940077	-2.117885	-4.189275	-5.430252	-2.268492	-4.846734	-4.530314	-4.755636							0	374530000	3	0.965024422597419	1.60715395212173	1.96732490135645	2.28807556629181	1.40555775127995	Q5FVQ4;A0A0G2K121	Q5FVQ4;A0A0G2K121	Malectin	Mlec
-0.2094421	-3.881493	-4.193818	-0.5868721	-3.582572	-3.915046	-2.808434	-2.733229	-1.397995	-4.070801	0.28298	-1.910282							0	629060000	5	0.422554590699852	1.04191362857819	0.119454071384435	-0.443881869316101	-0.186081927685081	Q9WUW3;A0A0G2K135	Q9WUW3;A0A0G2K135	Complement factor I;Complement factor I heavy chain;Complement factor I light chain	Cfi
2.127113	1.920956	2.550806	2.477682	3.473623	3.530052	3.363367	3.26685	4.32494	3.169952	4.627531	3.257605							0	17412000000	101	3.42070819920035	-1.13933372497559	2.12396065671872	-1.57586765289307	-1.12665678150177	P02650;A0A0G2K151	P02650;A0A0G2K151	Apolipoprotein E	Apoe
1.61846	2.134274	2.262087	1.589203	2.404463	2.58215	2.446764	2.473911	2.723822	2.330809	2.208637	1.12886							0	8382300000	67	1.75218256520318	-0.57581615447998	0.203953864634101	-0.197026252746582	-0.142475237630295	A0A0G2K174;A0A0G2K8R3	A0A0G2K174;A0A0G2K8R3		
5.478783	5.64381	5.19611	5.362539	5.632311	5.674152	5.39929	5.882502	5.393661	4.909998	5.480089	5.378098							0	81190000000	233	0.827931004193676	-0.226753234863281	0.349494920922619	0.129848957061768	0.111968543684978	Q4V7C7;A0A0G2K1C0;F1LY09	Q4V7C7;A0A0G2K1C0	Actin-related protein 3	Actr3
-2.825819	-2.57131	-2.294811	-3.133598	-2.881966	-2.34581	-2.369923	-2.547569	-3.151215	-2.619267	-2.726442	-3.467915							0.00042735	282940000	3	0.33337916510479	-0.17006778717041	0.488703877542308	0.284824848175049	0.225073948985314	F1M7Y3;A0A0G2K1D2	F1M7Y3;A0A0G2K1D2		Rap1gds1
-4.023697	-3.718085	-3.919624	-4.20047	-2.277544	-3.357523	-3.296251	-3.24745	-3.251987	-4.180913	-3.201002	-5.17923							0.0078348	117640000	1	1.80587453894731	-0.920776724815369	0.00856912459665953	-0.0121855735778809	-0.00824823356269676	F1LSH0;A0A0G2K1E5	F1LSH0;A0A0G2K1E5		Sympk
1.942322	4.439548	3.823044	1.147356	4.028772	3.315672	4.523699	-4.501431	2.862015	3.699186	2.714436	3.265526							0.0062066	17506000000	8	0.170406579557298	0.996389508247375	0.139813620751841	-0.297223091125488	-0.164637156004164	A0A0G2K1E8	A0A0G2K1E8		
-3.108437	-1.64616	-3.843437	-2.593689	-1.779644	-2.997016	-3.297102	-3.169698	-4.326532	-0.9010353	-3.466207	-3.369404							0.00082645	248880000	9	0.00749161212453614	0.0129343867301941	0.091221068844042	0.217863917350769	0.116525249961952	Q68FZ1;P12336;A0A0G2K1J9	Q68FZ1;P12336;A0A0G2K1J9	Solute carrier family 2, facilitated glucose transporter member 2	Slc2a2
0.3879375	1.63349	2.602802	1.377031	1.345663	1.46265	1.424601	1.550249	0.557724	1.705448	0.6566105	0.6497059							0	4780400000	32	0.0414610619333146	0.0545244216918945	0.52989048186386	0.607943058013916	0.397296386089878	Q62696;F1LNM0;A0A0G2K1M2;F1M907;Q63622;P31016	Q62696;F1LNM0;A0A0G2K1M2	Disks large homolog 1	Dlg1
0.745121	-0.333477	-0.004091263	1.07741	-0.04994202	0.6174717	0.3706284	0.5831051	-1.025894	-0.4316025	0.9123192	-1.882408							0	2194100000	26	0.00845203194849397	-0.00907516479492188	0.708419592341859	0.978137016296387	0.585049501414842	A0A0G2K1M8;O70196	A0A0G2K1M8;O70196	Prolyl endopeptidase	Prep
-2.55162	-3.273094	-3.785069	-1.937881	-4.300742	-3.515709	-2.636766	-4.59447	-5.069353	-2.318947	-2.453836	-2.123678							0	227800000	5	0.71402940293631	0.875005543231964	0.0452991761103751	0.104537487030029	0.0579078692246395	A0A0G2K1N9	A0A0G2K1N9		
-5.725179	-4.810833	-5.142462	-3.477601	-4.260757	-3.302938	-4.144838	-3.152077	-4.17175	-5.161525	-3.435751	-3.678207							0.004451	62770000	2	0.99586206050705	-1.07386577129364	0.508965769741594	-0.677210092544556	-0.42050303640429	D3ZGE0;A0A0G2K1P3;Q1M168	D3ZGE0;A0A0G2K1P3;Q1M168	Caytaxin	Bnip2;Atcay
0.06665993	-0.0242691	1.012833	-0.256834	-0.3492641	-0.1852856	-1.576067	-0.1849365	0.03956223	-0.9574394	0.05350113	-1.134035							0	1874300000	20	0.895081217285969	0.773485660552979	0.825788818231026	0.69920015335083	0.491388258974458	A0A0G2K6B2;A0A0G2K1P8	A0A0G2K6B2;A0A0G2K1P8		
1.295727	0.7792091	0.8159771	2.384174	1.467075	1.631769	1.303921	2.05969	1.173183	1.274849	0.7605972	-4.009248							0	5274400000	56	0.306143917944533	-0.296842098236084	0.528122529631834	1.51892650127411	0.652367816512378	A0A0G2K1T0;P13264	A0A0G2K1T0;P13264	Glutaminase kidney isoform, mitochondrial;Glutaminase kidney isoform 68 kDa chain;Glutaminase kidney isoform 65 kDa chain	Gls
1.600353	3.027849	2.606108	2.665037	2.75057	3.196712	2.662527	3.162012	2.538647	3.362936	2.013317	2.60714							0	12481000000	82	0.672491799943889	-0.468118667602539	0.143016789711809	-0.155673027038574	-0.110144602829807	A0A0G2K1W9;Q7TPJ4	A0A0G2K1W9;Q7TPJ4		Ldhd
1.170971	2.191048	2.186541	1.695917	2.518757	2.360886	2.656322	2.586647	1.884239	2.397797	1.669657	1.64488							0	7666400000	64	1.54412994221944	-0.719533920288086	0.108714628041606	-0.0880241394042969	-0.0677504531506227	A0A0G2K261;A0A0G2K150;D4A8P9	A0A0G2K261;A0A0G2K150;D4A8P9		Iars2
-3.350899	-4.041047	-1.679047	-1.273399	-0.6568565	-3.283356	-2.592505	-3.506664	-0.8046532	-2.198168	-1.080053	-3.240627							0	464230000	6	0.0282509985615462	-0.0762526988983154	0.380505723178337	-0.75522243976593	-0.404859433082619	A0A0G2K266;B2GV24	A0A0G2K266;B2GV24	E3 UFM1-protein ligase 1	Ufl1
-1.098486	-0.2245846	-0.873312	-0.8597336	-1.142523	-0.5465393	-0.9210701	-1.126268	-0.6358452	-0.01898956	-1.235403	-1.165878							0	1125500000	14	0.306300599657624	0.170071125030518	0	0	0	Q641X8;A0A0G2K273	Q641X8;A0A0G2K273	Eukaryotic translation initiation factor 3 subunit E	Eif3e
2.498032	2.102137	1.806589	2.95796	3.253735	3.169579	3.1108	3.644257	2.583307	2.230164	2.911024	1.724056							0	13502000000	112	1.86057435977007	-0.953413009643555	0.0199995525889264	-0.020958423614502	-0.0154535648566694	A0A0G2K277	A0A0G2K277		
-2.077217	-2.046295	-2.03879	-2.203068	-2.835192	-2.259573	-2.918991	-3.803941	-2.566416	-3.727751	-2.134064	-3.006655							0	338430000	7	1.44172974250668	0.863081872463226	1.17969599792384	0.767378807067871	0.571735681539989	Q5HZY3;A0A0G2K2A5	Q5HZY3;A0A0G2K2A5		Uchl5
3.364754	2.218182	1.924889	2.463097	2.413246	2.441231	2.332981	2.688448	2.265268	1.483494	2.691492	2.446459							0	11497000000	77	0.0253685563156484	0.0237536430358887	0.276444448498858	0.27105188369751	0.192794102418694	Q99PF5;M0R961;A0A0G2K2B3	Q99PF5;M0R961;A0A0G2K2B3	Far upstream element-binding protein 2	Khsrp
1.922281	2.73122	2.649233	2.56353	2.464561	2.922272	2.924461	3.044874	1.686512	2.700737	2.064976	1.279469							0	10602000000	103	0.828385860745668	-0.372476100921631	0.738950740882147	0.533642768859863	0.394124458499377	A0A0G2K2B9;A0A0G2K4D0;A0A0G2K1R9;A0A0G2K0J3;O70511;A0A0G2K1Q7;A0A0G2JZ56;A0A0G2KAS9;F1M9N9;F1M5N3;A0A0G2K6R9;A0A0G2KBB9;F1LM42	A0A0G2K2B9;A0A0G2K4D0;A0A0G2K1R9;A0A0G2K0J3;O70511;A0A0G2K1Q7		Ank3
-2.001135	-4.150288	-3.849212	-3.213968	-1.827644	-4.180611	-4.15233	-3.082043	-3.894442	-3.455868	-4.231928	-4.50054							0	142830000	2	0.00319212928228577	0.00700640678405762	0.653081889319788	0.717043697834015	0.469671290682956	A0A0G2K2D5;D3ZYM5	A0A0G2K2D5;D3ZYM5		Mtss1
0.4486523	-1.442831	-0.2823849	-0.01524734	-0.1952667	-0.4165897	-0.2034893	-0.6229591	-1.294748	-0.8798504	-0.9516239	-0.7376194							0	1466200000	17	0.030304191198119	0.036623477935791	0.753540966818285	0.643007755279541	0.45292075638538	A0A0G2K2E5;Q5U2Z7	A0A0G2K2E5;Q5U2Z7	Rho GTPase-activating protein 24	Arhgap24
-3.652679	-2.526367	-1.695795	-4.048742	-2.321249	-2.234976	-2.857719	-2.689318	-2.906797	-2.133799	-4.097607	-2.808842							0.0044444	258750000	7	0.352072315550024	-0.455080509185791	0.00290303351002847	0.00586509704589844	0.00350391008572745	F1LSM8;A0A0G2K2I6	F1LSM8;A0A0G2K2I6		Dock9
-3.624105	-2.229435	-1.057293	-3.820682	-2.838369	-3.020018	-3.193642	-3.269733	-3.81739	-1.683596	-3.725285	-4.836687							0	218250000	2	0.24733901933903	0.39756178855896	0.395175721264721	0.832860589027405	0.432678157479724	O08662;A0A0G2K2J3	O08662;A0A0G2K2J3		Pi4ka
5.06691	3.627848	3.06279	4.398684	3.21553	3.311045	2.327719	2.840242	2.677122	2.208599	2.016026	0.1942902							0	28456000000	102	1.19422564355252	1.11542367935181	1.75206803789605	2.26504850387573	1.33300872784497	A0A0G2K2L1;Q9WTQ2	A0A0G2K2L1;Q9WTQ2	Podocalyxin	Podxl
0.4232845	-0.3806076	-1.188274	-2.92704	-0.8526573	-1.380352	-1.364592	-1.645292	-0.9498253	-1.379183	-1.939713	0.810297							0	1148200000	6	0.15214705271386	0.292563915252686	0.0583160916507726	-0.153553485870361	-0.0795403418829888	A0A0G2K2M9	A0A0G2K2M9		
-2.91992	-5.123131	-3.686135	-2.967863	-3.647345	-3.088942	-3.28882	-1.826376	-3.758359	-3.922647	-3.757008	-3.836664							0	156660000	3	0.50190153309541	-0.711391687393188	0.103093143931092	0.144407451152802	0.0953018156532936	D4A9G3;A0A0G2K2P3	D4A9G3;A0A0G2K2P3		Tnfaip8
-0.1386604	-1.169056	-3.982555	1.279289	-0.6374893	-2.094801	-1.186768	-0.3395939	-1.507374	-0.5386753	-1.912964	-2.815037							0	1352400000	16	0.01782846717522	0.0619173049926758	0.230284441770839	0.69076681137085	0.312728343680194	A0A0G2K2Q2	A0A0G2K2Q2		
0.2869644	-0.765358	-1.094038	0.4764881	-3.948127	-1.672577	-2.423742	-0.4372501	-1.08917	-1.237215	-2.018717	-1.681913						+	0	1199100000	15	1.16970490150252	1.84643828868866	1.5044476213377	1.23276805877686	0.855615452950039	Q9JIL3;A0A0G2K2T6;F1LRU1;A0A0G2K4U6	Q9JIL3;A0A0G2K2T6;F1LRU1;A0A0G2K4U6	Interleukin enhancer-binding factor 3	Ilf3
1.155092	1.175638	1.815182	2.161482	1.531723	1.778601	1.816084	1.792599	0.6403389	1.879061	1.341873	0.9961529							0	5991800000	41	0.241763091319027	-0.152903079986572	0.44936996276554	0.362492084503174	0.266144201391716	A0A0G2K2V2;G3V9N8;P52303	A0A0G2K2V2;G3V9N8;P52303	AP-1 complex subunit beta-1	Ap1b1
-0.3918953	-1.502861	-0.7520103	-0.8596344	-1.139891	-0.8060265	-0.9124222	-0.61973	-1.55821	-0.8704472	-1.450542	-1.326071							0	959120000	12	0.00930782973560513	-0.00708293914794922	0.755862480090182	0.424717426300049	0.332718348882146	Q6AXQ3;A0A0G2K2V7;F1LM93;Q9WUD9;A0A0G2K2E3;Q01621;A0A0H2UHH7;A0A096MKC1;Q62844	Q6AXQ3;A0A0G2K2V7;F1LM93	Tyrosine-protein kinase Yes	Yes1
-3.734451	-2.330442	-1.685497	-5.599774	-2.159121	-2.234203	-2.571659	-2.186558	-5.131166	-2.441771	-2.544121	-4.240241							0	229950000	4	0.562047438762136	-1.04965615272522	0.0836379950156672	0.25178325176239	0.120532584146658	O55164;A0A0G2K2Y8	O55164;A0A0G2K2Y8	Multiple PDZ domain protein	Mpdz
-1.483007	-1.17119	-4.776666	-1.389557	-1.143602	-0.9513741	-0.2860374	-0.7377186	-3.823231	-3.23189	-0.9392929	-3.701252							0	672260000	10	0.806640529756328	-1.42542207241058	0.271745184308398	0.718811273574829	0.343565712989695	A0A0G2K350;D4A0E2	A0A0G2K350;D4A0E2		Napg
-1.094839	-1.01074	-0.7609425	-1.02327	-0.7118549	-0.3255177	-0.736084	-0.8204556	-1.307898	-0.6153851	-0.9138107	-1.183506							0.0071633	894090000	2	1.30454478574636	-0.323969841003418	0.0685698736355456	0.0327019691467285	0.0279463643905492	A0A0G2K351	A0A0G2K351		
-2.457319	-3.430985	-1.456594	-2.589451	-4.226512	-2.050955	-2.693319	-4.565101	-2.186604	-4.369794	-1.377178	-2.586622							0	299350000	5	0.583131318870618	0.900384366512299	0.0697056156880306	0.146462142467499	0.0836684885380408	Q5U317;B6RIU0;A0A0G2K376	Q5U317;B6RIU0;A0A0G2K376	Pre-mRNA 3-end-processing factor FIP1	Fip1l1
-0.6574001	-2.481874	-4.008441	0.1757393	-5.701917	-3.235449	-3.985655	-1.129189	-1.914648	-4.155287	-1.420862	-4.08168							0	701280000	3	0.633760032652581	1.77005809545517	0.435538453033166	1.15012526512146	0.527921444171902	A0A0G2K398;P36970;F8WFK6;Q91XR8	A0A0G2K398;P36970;F8WFK6;Q91XR8	Phospholipid hydroperoxide glutathione peroxidase, mitochondrial;Glutathione peroxidase;Phospholipid hydroperoxide glutathione peroxidase, nuclear	Gpx4
-3.174747	-3.27244	-0.4991302	-2.742678	-2.069172	-2.539293	-2.769461	-1.637316	-3.658302	-2.575331	-2.727058	-2.267181							0	391590000	2	0.0875517487756806	-0.16843843460083	0.214108276443886	0.38471931219101	0.224085676985032	A0A0G2K3A7;F1M885	A0A0G2K3A7;F1M885		Myo7b
0.604845	0.5813313	-0.3247166	0.7993393	0.6199017	0.3188267	0.7599201	0.6649876	-0.2932243	0.7237549	0.674757	0.08774948							0	2662600000	27	0.269493299305964	-0.175709247589111	0.124872579428234	0.116940498352051	0.0865801153178095	Q9EQS4;P18757;A0A0G2K3C5;A0A0G2K5G2	Q9EQS4;P18757;A0A0G2K3C5;A0A0G2K5G2	Cystathionine gamma-lyase	Cth
-1.493942	-0.5901642	-1.614473	-1.996338	-0.3762569	-1.336679	-1.118874	-1.735641	2.272903	-2.041965	2.576382	0.7479267							0	1997500000	29	0.284125577412687	-0.281866550445557	1.09933753604379	-2.31254100799561	-1.10286487238214	A0A0G2K9Y5;Q99PS8;A0A0G2K3G0	A0A0G2K9Y5;Q99PS8;A0A0G2K3G0	Histidine-rich glycoprotein	Hrg
-1.840736	-3.208781	-4.117461	-2.011436	-1.56576	-2.135443	-1.825272	-1.744289	-1.693293	-2.823227	-1.817675	-3.834318							0	358290000	4	0.901776000564203	-0.976912796497345	0.129536920991202	-0.252475440502167	-0.145728210220035	F1LRS2;A0A0G2K3H2;B2RZA1;F1LPG2	F1LRS2;A0A0G2K3H2		Dock7
1.110357	-4.337671	-5.088331	1.150177	-1.345469	-1.301966	-1.465271	0.2489605	-2.825222	-4.410319	1.002815	-4.295473							0	1797800000	17	0.185528256906242	-0.825430750846863	0.15207356154795	0.840682625770569	0.270007795052069	G3V9L3;A0A0G2K3I9	G3V9L3;A0A0G2K3I9		Dusp3
-1.755848	-0.3882103	-1.676111	-3.07416	-1.803644	-1.632885	-1.623737	-1.695259	-3.431299	-0.6695595	-4.501585	-0.3324337							0	628770000	8	0.0214771450009513	-0.034700870513916	0.169764824385424	0.51013708114624	0.235774238500581	D3ZZ81;A0A0G2K3L9;F1M8A4;F1LSE6;F1M863;Q91Z79	D3ZZ81;A0A0G2K3L9		Ppfia1
-3.486769	-4.124865	-4.232374	-3.310293	-4.765948	-3.559713	-5.14703	-3.450628	-4.761216	-4.625995	-4.136005	-4.300112							0.0011746	75471000	1	0.401895266929267	0.442254543304443	1.31223013878638	0.667256951332092	0.525154280139414	P70501;A0A0G2K3S6	P70501;A0A0G2K3S6	RNA-binding protein 10	Rbm10
0.6253948	0.7390327	-1.338961	-0.4984264	0.5968819	-0.2458191	-0.5038662	0.2297764	-0.1525841	0.4110508	-0.4022713	0.5185184							0	1943800000	11	0.0908093348899537	-0.1374831199646	0.149516541270615	-0.211918354034424	-0.137531959649168	F1MAH8;A0A0G2K3T3;A0A0G2K681;A0A0G2JTX8	F1MAH8;A0A0G2K3T3;A0A0G2K681		Clip1
-3.348845	-2.473074	-1.6374	-4.661807	-2.328178	-2.274309	-2.374245	-2.43737	-2.210821	-1.348259	-3.157431	-3.065846							0.00043956	311700000	3	0.473550188183215	-0.676755547523499	0.3206782753636	-0.584691941738129	-0.329832705402912	A0A0G2K3V7;Q9WUL0	A0A0G2K3V7;Q9WUL0	DNA topoisomerase 1	Top1
0.145031	-0.9655991	0.3837528	0.467268	0.8798447	-0.2395344	-0.02339745	0.1502647	-0.3620224	-1.006907	-1.116135	-0.9060688							0	1590800000	12	0.174100946112307	-0.184181213378906	1.21574673634234	0.855396270751953	0.623727846526734	A0A0G2K3W1	A0A0G2K3W1		
-3.112856	-2.803356	-3.190126	-2.437302	-3.23336	-2.824121	-2.904322	-2.708319	-2.883121	-2.819714	-2.788685	-3.709388							0	244550000	3	0.0542853446326281	0.0316205620765686	0.238243708657194	0.16431713104248	0.128443394942113	A0A0G2K3Z3;B0BN19;Q6GQP4;A0A0G2JSZ1	A0A0G2K3Z3;B0BN19		Rab22a
4.990704	4.02663	4.143131	5.4736	5.078722	5.424931	5.208349	6.060324	4.852718	4.494558	6.005262	4.75388							0	68060000000	240	0.984582632130016	-0.784564971923828	0.324404832634721	-0.368088245391846	-0.248413454563493	Q63716;A0A0G2K3Z9	Q63716;A0A0G2K3Z9	Peroxiredoxin-1	Prdx1
2.919687	1.791679	1.939772	3.587353	2.62237	3.110947	2.59033	3.750404	2.076323	2.536497	2.778206	1.253378							0	14033000000	112	0.400794072360561	-0.458889961242676	0.310545711450343	0.398521900177002	0.258605479778535	A0A0G2K401;A0A0G2K5P9	A0A0G2K401;A0A0G2K5P9		
1.539267	-1.250832	-0.4055233	1.914803	0.05052567	-0.3298492	1.204844	0.9566364	-0.6118889	-0.7571754	0.3874531	-0.7417088							0	2800600000	20	0.0083939981420289	-0.0211105346679688	0.496799936418502	0.880258560180664	0.486479905077629	P12368;G3V8Q6;A0A0G2K405;Q4KLG5;A0A0G2K5G0;R9PXT9;P12369	P12368;G3V8Q6;A0A0G2K405	cAMP-dependent protein kinase type II-alpha regulatory subunit	Prkar2a
1.197018	1.493439	2.420652	1.087944	1.554745	1.651672	1.472118	1.22366	1.44664	1.64278	1.335663	-0.1820679							0	5129100000	59	0.0849900794811915	0.0742144584655762	0.419398601357196	0.489009380340576	0.322358015662353	A0A0G2K428;D4A8U7;P28023	A0A0G2K428;D4A8U7;P28023	Dynactin subunit 1	Dctn1
-2.632765	-3.616228	-3.399618	-1.106525	-2.635635	-2.141397	-4.236424	-1.747532	-2.895937	-2.583014	-2.351229	-3.317338						+	0	398990000	6	0.000617584063028579	0.00146329402923584	0.0572088819949253	0.0980954170227051	0.0611069728790423	A0A0G2K466;D4A0Y4	A0A0G2K466;D4A0Y4		Oxnad1
-4.784395	-0.5303135	-0.1850414	-1.630255	-4.065204	-5.241229	-1.079298	-4.191379	-0.2206287	-3.987252	-4.424625	-0.9614563							0	938220000	4	0.647515143833565	1.86177611351013	0.159012425928155	0.615989148616791	0.247522225925993	A0A0G2K472;D4A8H8;D3ZX82;A0A0G2JT63	A0A0G2K472;D4A8H8		Cyfip1
1.132992	-4.377876	-3.177865	-0.1548882	-1.768587	-2.338839	-0.7300758	0.6151066	-3.984269	-0.6175766	-1.364862	-4.514835							0	1393800000	9	0.157152956022764	-0.588810503482819	0.248189748545724	0.975976526737213	0.375102783988077	A0A0G2K478;D3ZDE4	A0A0G2K478;D3ZDE4		Dguok
-0.4974556	0.9141655	-0.03500748	-0.6236725	1.391146	0.7232647	1.427914	0.6471024	1.845856	1.290375	0.2110043	1.516808							0	3031000000	16	1.46185674835945	-1.10784912109375	1.37304409098733	-1.27650308609009	-0.852833609340803	Q71UE8;A0A0G2K4G3	Q71UE8;A0A0G2K4G3	NEDD8	Nedd8
-3.361803	-4.591844	-3.504438	-3.081076	-3.913489	-4.354705	-3.9551	-4.486427	-4.094526	-4.629543	-5.954278	-3.936064							0	72445000	2	0.737468680603171	0.542640149593353	0.915296388600356	1.01881259679794	0.650902491334207	A0A0H2UHV6;P63100;A0A0G2K4H3	A0A0H2UHV6;P63100;A0A0G2K4H3	Calcineurin subunit B type 1	Ppp3r1
-1.168089	-0.3084335	-0.5700092	-0.6894627	-0.5020428	-0.5636787	-0.6232815	0.1304684	-1.38809	-1.184982	-0.9016953	-0.4934654							0	1180600000	18	0.544454032003438	-0.294364929199219	0.540185358598552	0.308059692382813	0.243630416723961	A0A0G2K4H6;Q32KJ6	A0A0G2K4H6;Q32KJ6	N-acetylgalactosamine-6-sulfatase	Galns
-3.118052	-3.958159	-4.304464	-3.305798	-2.69095	-2.672995	-2.284302	-2.684566	-3.039824	-3.126717	-2.969751	-3.044809							0.00083403	202150000	5	1.99275275115745	-1.08841490745544	1.18032432698169	-0.626343011856079	-0.489648170585408	A0A0G2K4I2;D3ZF45	A0A0G2K4I2;D3ZF45		Larp4b
-3.052738	-0.6301384	-4.092089	-2.967777	-0.8093357	0.4374943	0.8594093	0.1483154	-5.07642	-4.872515	-0.7091274	-0.8575382				+			0	932710000	5	1.89230054041764	-2.84465658664703	0.0477744458421187	0.193214297294617	0.0800173776788237	A0A0G2K4N6;F1LP62;Q62688;F1M324	A0A0G2K4N6;F1LP62;Q62688	Inactive phospholipase C-like protein 1	Plcl1
-1.602411	-4.595363	-2.773263	-1.353462	-3.713939	-0.7104473	-1.291136	0.08687019	-3.368531	0.08833313	-1.817907	-4.132237							0	545910000	5	0.483720761392945	-1.17396181821823	0.0831049218168261	-0.273539006710052	-0.124901498602955	Q5U2Y1;A0A0G2K4T7	Q5U2Y1;A0A0G2K4T7	General transcription factor II-I	Gtf2i
0.8257713	1.387539	0.8449707	-0.1283855	0.9888115	1.4424	1.291584	0.7166901	0.8344231	0.9835205	0.6637783	1.091478							0	3411100000	22	0.484818953309316	-0.377397537231445	0.192575552173001	-0.160826206207275	-0.121056605605395	Q6PEC4;A0A0G2K4X8	Q6PEC4;A0A0G2K4X8	S-phase kinase-associated protein 1	Skp1
-1.329777	1.461775	0.5083542	0.2037926	1.264002	0.8867989	0.9916286	0.1501503	0.484396	1.713926	-0.4433517	1.339159						+	0	2943600000	30	0.436369750235452	-0.612108707427979	0.316024516148108	-0.562496185302734	-0.320962712251188	G3V6I5;A0A0G2K4Y1;A0A0G2K5E4	G3V6I5;A0A0G2K4Y1;A0A0G2K5E4		Dnaja3
0.1288147	-0.2801399	-4.344587	0.5053234	-4.487489	0.2310295	0.2511444	0.8108273	-3.144261	0.03359795	0.3192215	-4.062907							0	1605100000	8	0.041335045888984	-0.19902515411377	0.176145737369028	0.715939939022064	0.277385682386198	D3ZJH9;A0A0G2K502	D3ZJH9;A0A0G2K502	Malic enzyme	Me2
-1.256701	-0.2426872	-0.3476639	-1.49538	-0.9291916	-1.295095	-0.992487	-0.9447403	-0.4957829	-0.6762581	-1.261667	-1.472288							0	920140000	14	0.255393984182591	0.204770565032959	0.135456708929867	0.140891075134277	0.101163487082206	A0A0G2K527;Q9Z272	A0A0G2K527;Q9Z272	ARF GTPase-activating protein GIT1	Git1
6.510536	5.065876	6.105221	7.301138	5.943594	6.585403	5.403387	6.648081	5.220673	5.698442	6.620909	6.026821							0	157040000000	257	0.06500190877578	0.100576400756836	0.264546206625379	0.353981494903564	0.228336822726604	A0A0G2K531;P23764;A0A0G2JXN4;D3ZH29;Q64625	A0A0G2K531;P23764	Glutathione peroxidase 3	Gpx3
0.2350388	-0.244772	-0.1844444	1.502161	0.9856091	0.8301067	1.309683	0.9042683	0.271513	0.7125168	0.9771366	0.558588							0	3197600000	17	0.807032399813294	-0.680420875549316	0.292976748267967	-0.302942752838135	-0.211560804339408	A0A0G2K542;Q4V8I9	A0A0G2K542;Q4V8I9		Ugp2
1.4681	-1.31196	-4.558121	1.649664	0.8833485	0.3503551	0.5212822	1.30258	-0.9047813	-0.3823013	0.6675739	-1.938511							0	3419200000	28	0.441298775826067	-1.45247077941895	0.0105093006894283	-0.0485744476318359	-0.0190121843352354	A0A0G2K568;Q9QYU4	A0A0G2K568;Q9QYU4	Thiomorpholine-carboxylate dehydrogenase	Crym
